Date	H (cm)	date	date from zero
40717.6396	-45	23/06/2011 15:21	3514.9597
40717.9299	-45.1	23/06/2011 22:19	3515.25
40718.2597	-45.4	24/06/2011 06:14	3515.5798
40718.4097	-45.5	24/06/2011 09:50	3515.7298
40718.7694	-45.7	24/06/2011 18:28	3516.0895
40719.2396	-46	25/06/2011 05:45	3516.5597
40719.5896	-46.2	25/06/2011 14:09	3516.9097
40719.7	-46.2	25/06/2011 16:48	3517.0201
40720.1799	-46.4	26/06/2011 04:19	3517.5
40720.6097	-46.7	26/06/2011 14:38	3517.9298
40720.85	-46.8	26/06/2011 20:24	3518.1701
40721.05	-46.8	27/06/2011 01:12	3518.3701
40721.3194	-46.9	27/06/2011 07:40	3518.6395
40721.5799	-46.9	27/06/2011 13:55	3518.9
40721.7	-47.1	27/06/2011 16:48	3519.0201
40721.9299	-47.4	27/06/2011 22:19	3519.25
40722.1194	-47.4	28/06/2011 02:52	3519.4395
40722.3097	-47.3	28/06/2011 07:26	3519.6298
40722.5	-47.3	28/06/2011 12:00	3519.8201
40722.7299	-47.4	28/06/2011 17:31	3520.05
40722.9396	-47.4	28/06/2011 22:33	3520.2597
40723.2	-47.5	29/06/2011 04:48	3520.5201
40723.4597	-47.5	29/06/2011 11:02	3520.7798
40723.6896	-47.6	29/06/2011 16:33	3521.0097
40723.85	-47.7	29/06/2011 20:24	3521.1701
40724.0299	-47.7	30/06/2011 00:43	3521.35
40724.2097	-47.5	30/06/2011 05:02	3521.5298
40724.4194	-47.4	30/06/2011 10:04	3521.7395
40724.5097	-47.3	30/06/2011 12:14	3521.8298
40724.6	-47.3	30/06/2011 14:24	3521.9201
40724.6896	-47.4	30/06/2011 16:33	3522.0097
40724.8299	-47.2	30/06/2011 19:55	3522.15
40724.9194	-47.3	30/06/2011 22:04	3522.2395
40725	-47.2	01/07/2011 00:00	3522.3201
40725.3194	-47	01/07/2011 07:40	3522.6395
40726.6	-47	02/07/2011 14:24	3523.9201
40727.8896	-47.5	03/07/2011 21:21	3525.2097
40729.4694	-46.9	05/07/2011 11:16	3526.7895
40730.3799	-47.2	06/07/2011 09:07	3527.7
40731.0799	-47.6	07/07/2011 01:55	3528.4
40731.5194	-46.9	07/07/2011 12:28	3528.8395
40732.0194	-47.6	08/07/2011 00:28	3529.3395
40732.5896	-47	08/07/2011 14:09	3529.9097
40733.0597	-47.9	09/07/2011 01:26	3530.3798
40733.5097	-47	09/07/2011 12:14	3530.8298
40734.2896	-48.3	10/07/2011 06:57	3531.6097
40734.6694	-47.3	10/07/2011 16:04	3531.9895
40734.7299	-46.2	10/07/2011 17:31	3532.05
40734.7896	-44.7	10/07/2011 18:57	3532.1097
40734.8	-42.8	10/07/2011 19:12	3532.1201
40735.3299	-45.7	11/07/2011 07:55	3532.65
40735.5597	-44.4	11/07/2011 13:26	3532.8798
40736.0097	-45.9	12/07/2011 00:14	3533.3298
40736.8694	-47.1	12/07/2011 20:52	3534.1895
40737.0597	-45.7	13/07/2011 01:26	3534.3798
40737.3097	-43	13/07/2011 07:26	3534.6298
40737.4299	-42	13/07/2011 10:19	3534.75
40737.7299	-40.3	13/07/2011 17:31	3535.05
40737.8896	-38	13/07/2011 21:21	3535.2097
40738.2799	-41	14/07/2011 06:43	3535.6
40738.8097	-43.6	14/07/2011 19:26	3536.1298
40739.6396	-45.1	15/07/2011 15:21	3536.9597
40740.9097	-46.5	16/07/2011 21:50	3538.2298
40741.2	-46.1	17/07/2011 04:48	3538.5201
40741.4799	-43.6	17/07/2011 11:31	3538.8
40743.15	-45.3	19/07/2011 03:36	3540.4701
40743.4396	-43.5	19/07/2011 10:33	3540.7597
40744.15	-44	20/07/2011 03:36	3541.4701
40744.8896	-44.9	20/07/2011 21:21	3542.2097
40746.1097	-45.7	22/07/2011 02:38	3543.4298
40748.0396	-46.6	24/07/2011 00:57	3545.3597
40749.0694	-46.8	25/07/2011 01:40	3546.3895
40750.1799	-46.3	26/07/2011 04:19	3547.5
40750.5694	-46.1	26/07/2011 13:40	3547.8895
40750.7194	-45.1	26/07/2011 17:16	3548.0395
40750.8194	-46.2	26/07/2011 19:40	3548.1395
40751.6597	-45.5	27/07/2011 15:50	3548.9798
40752.4694	-45.8	28/07/2011 11:16	3549.7895
40753.0299	-46.7	29/07/2011 00:43	3550.35
40753.55	-46.3	29/07/2011 13:12	3550.8701
40753.7097	-44.8	29/07/2011 17:02	3551.0298
40753.7799	-47.1	29/07/2011 18:43	3551.1
40754.5194	-46.6	30/07/2011 12:28	3551.8395
40754.9694	-47.6	30/07/2011 23:16	3552.2895
40755.5396	-47.2	31/07/2011 12:57	3552.8597
40755.9097	-48.2	31/07/2011 21:50	3553.2298
40755.9194	-48.1	31/07/2011 22:04	3553.2395
40756	-48.1	01/08/2011 00:00	3553.3201
40756.4597	-47.8	01/08/2011 11:02	3553.7798
40756.4896	-47.1	01/08/2011 11:45	3553.8097
40756.5194	-48.1	01/08/2011 12:28	3553.8395
40756.5396	-47.2	01/08/2011 12:57	3553.8597
40756.9396	-48.4	01/08/2011 22:33	3554.2597
40757.5194	-47.5	02/08/2011 12:28	3554.8395
40757.9396	-48.1	02/08/2011 22:33	3555.2597
40758.5	-47.6	03/08/2011 12:00	3555.8201
40758.5799	-48.2	03/08/2011 13:55	3555.9
40759.4694	-47.4	04/08/2011 11:16	3556.7895
40759.5799	-48.2	04/08/2011 13:55	3556.9
40759.6299	-47.5	04/08/2011 15:07	3556.95
40759.7396	-49	04/08/2011 17:45	3557.0597
40759.8396	-48.3	04/08/2011 20:09	3557.1597
40760.4194	-48	05/08/2011 10:04	3557.7395
40760.4896	-48.6	05/08/2011 11:45	3557.8097
40760.5694	-48	05/08/2011 13:40	3557.8895
40761.65	-48	06/08/2011 15:36	3558.9701
40761.8694	-46.8	06/08/2011 20:52	3559.1895
40762	-44.2	07/08/2011 00:00	3559.3201
40762.0299	-41.5	07/08/2011 00:43	3559.35
40762.05	-41.1	07/08/2011 01:12	3559.3701
40762.2896	-44.1	07/08/2011 06:57	3559.6097
40762.4299	-44.8	07/08/2011 10:19	3559.75
40762.5597	-45.1	07/08/2011 13:26	3559.8798
40762.6299	-44.3	07/08/2011 15:07	3559.95
40762.6799	-45.4	07/08/2011 16:19	3560
40762.7299	-44.8	07/08/2011 17:31	3560.05
40762.8194	-45.8	07/08/2011 19:40	3560.1395
40763.4097	-46.2	08/08/2011 09:50	3560.7298
40763.5396	-47	08/08/2011 12:57	3560.8597
40763.6	-46.4	08/08/2011 14:24	3560.9201
40763.6597	-46.8	08/08/2011 15:50	3560.9798
40763.6799	-47.9	08/08/2011 16:19	3561
40763.7194	-46.7	08/08/2011 17:16	3561.0395
40763.9299	-47.5	08/08/2011 22:19	3561.25
40764.55	-47.1	09/08/2011 13:12	3561.8701
40765.4694	-48.2	10/08/2011 11:16	3562.7895
40765.5896	-47.7	10/08/2011 14:09	3562.9097
40765.6097	-48.6	10/08/2011 14:38	3562.9298
40765.6396	-47.8	10/08/2011 15:21	3562.9597
40765.9	-47.6	10/08/2011 21:36	3563.2201
40766.3097	-48.3	11/08/2011 07:26	3563.6298
40766.4896	-47.6	11/08/2011 11:45	3563.8097
40766.5097	-46.9	11/08/2011 12:14	3563.8298
40766.5694	-46.9	11/08/2011 13:40	3563.8895
40766.6194	-48	11/08/2011 14:52	3563.9395
40766.95	-48.6	11/08/2011 22:48	3564.2701
40767.4896	-48.3	12/08/2011 11:45	3564.8097
40767.5194	-47.3	12/08/2011 12:28	3564.8395
40767.5896	-49	12/08/2011 14:09	3564.9097
40767.6396	-48.3	12/08/2011 15:21	3564.9597
40767.6694	-49.5	12/08/2011 16:04	3564.9895
40767.75	-48.6	12/08/2011 18:00	3565.0701
40768.25	-48.9	13/08/2011 06:00	3565.5701
40768.5299	-48.1	13/08/2011 12:43	3565.85
40768.7	-49.3	13/08/2011 16:48	3566.0201
40768.8896	-49.4	13/08/2011 21:21	3566.2097
40770.55	-48.6	15/08/2011 13:12	3567.8701
40771.0694	-49.4	16/08/2011 01:40	3568.3895
40771.5597	-48.8	16/08/2011 13:26	3568.8798
40771.6	-49.8	16/08/2011 14:24	3568.9201
40771.6299	-49	16/08/2011 15:07	3568.95
40772.2694	-49.3	17/08/2011 06:28	3569.5895
40772.4896	-48.2	17/08/2011 11:45	3569.8097
40772.6194	-49.1	17/08/2011 14:52	3569.9395
40772.6799	-47.6	17/08/2011 16:19	3570
40772.8	-49.4	17/08/2011 19:12	3570.1201
40772.95	-48.7	17/08/2011 22:48	3570.2701
40773.4299	-49.3	18/08/2011 10:19	3570.75
40773.5	-48.6	18/08/2011 12:00	3570.8201
40773.6097	-49.2	18/08/2011 14:38	3570.9298
40773.6597	-48.3	18/08/2011 15:50	3570.9798
40773.7097	-49.5	18/08/2011 17:02	3571.0298
40774.5097	-48.9	19/08/2011 12:14	3571.8298
40774.7799	-50	19/08/2011 18:43	3572.1
40775.5097	-49	20/08/2011 12:14	3572.8298
40775.5799	-50	20/08/2011 13:55	3572.9
40776.4097	-49.5	21/08/2011 09:50	3573.7298
40776.4694	-48.4	21/08/2011 11:16	3573.7895
40776.5597	-48.2	21/08/2011 13:26	3573.8798
40776.6299	-49.8	21/08/2011 15:07	3573.95
40776.7597	-50.7	21/08/2011 18:14	3574.0798
40776.85	-50	21/08/2011 20:24	3574.1701
40777.5299	-49.8	22/08/2011 12:43	3574.85
40777.5694	-49.1	22/08/2011 13:40	3574.8895
40777.6097	-49.4	22/08/2011 14:38	3574.9298
40777.6396	-50.6	22/08/2011 15:21	3574.9597
40777.6896	-49.8	22/08/2011 16:33	3575.0097
40777.8896	-50.6	22/08/2011 21:21	3575.2097
40778.5597	-49.7	23/08/2011 13:26	3575.8798
40778.9396	-50.8	23/08/2011 22:33	3576.2597
40779.4396	-49.6	24/08/2011 10:33	3576.7597
40779.5896	-50.1	24/08/2011 14:09	3576.9097
40779.6194	-49.3	24/08/2011 14:52	3576.9395
40779.8597	-50.4	24/08/2011 20:38	3577.1798
40780.2896	-50.3	25/08/2011 06:57	3577.6097
40780.4896	-49.8	25/08/2011 11:45	3577.8097
40780.5396	-48.5	25/08/2011 12:57	3577.8597
40780.7396	-49.7	25/08/2011 17:45	3578.0597
40780.8	-49.1	25/08/2011 19:12	3578.1201
40781.0799	-50.1	26/08/2011 01:55	3578.4
40781.3097	-49.8	26/08/2011 07:26	3578.6298
40781.4	-49.1	26/08/2011 09:36	3578.7201
40781.4097	-47.4	26/08/2011 09:50	3578.7298
40781.4299	-43.7	26/08/2011 10:19	3578.75
40781.4799	-41.6	26/08/2011 11:31	3578.8
40781.5396	-43.4	26/08/2011 12:57	3578.8597
40781.5597	-43.1	26/08/2011 13:26	3578.8798
40781.5799	-39.6	26/08/2011 13:55	3578.9
40781.6	-35.7	26/08/2011 14:24	3578.9201
40781.6097	-32.7	26/08/2011 14:38	3578.9298
40781.6299	-24.7	26/08/2011 15:07	3578.95
40781.6396	-22.9	26/08/2011 15:21	3578.9597
40781.6597	-22.7	26/08/2011 15:50	3578.9798
40781.6694	-21.9	26/08/2011 16:04	3578.9895
40781.6694	-20.5	26/08/2011 16:04	3578.9895
40781.6799	-12	26/08/2011 16:19	3579
40781.6896	-10.9	26/08/2011 16:33	3579.0097
40781.6896	-10.2	26/08/2011 16:33	3579.0097
40781.7097	-11.2	26/08/2011 17:02	3579.0298
40781.75	-16.1	26/08/2011 18:00	3579.0701
40781.7694	-18.3	26/08/2011 18:28	3579.0895
40781.8299	-19.1	26/08/2011 19:55	3579.15
40781.95	-24.1	26/08/2011 22:48	3579.2701
40782.0396	-27	27/08/2011 00:57	3579.3597
40782.3097	-32.6	27/08/2011 07:26	3579.6298
40782.5194	-35.7	27/08/2011 12:28	3579.8395
40782.8299	-39	27/08/2011 19:55	3580.15
40783.6799	-42.6	28/08/2011 16:19	3581
40784.7396	-44.7	29/08/2011 17:45	3582.0597
40784.9396	-44.2	29/08/2011 22:33	3582.2597
40785.8194	-45.9	30/08/2011 19:40	3583.1395
40786.85	-46.2	31/08/2011 20:24	3584.1701
40786.9097	-44.5	31/08/2011 21:50	3584.2298
40786.9194	-44.7	31/08/2011 22:04	3584.2395
40787	-45	01/09/2011 00:00	3584.3201
40787.2396	-45.7	01/09/2011 05:45	3584.5597
40787.2396	-42	01/09/2011 05:45	3584.5597
40787.4299	-45.2	01/09/2011 10:19	3584.75
40787.4694	-44.8	01/09/2011 11:16	3584.7895
40787.5194	-41.9	01/09/2011 12:28	3584.8395
40787.5896	-40.9	01/09/2011 14:09	3584.9097
40787.8299	-42.5	01/09/2011 19:55	3585.15
40788.8896	-44.9	02/09/2011 21:21	3586.2097
40790	-45.3	04/09/2011 00:00	3587.3201
40790.2694	-43.6	04/09/2011 06:28	3587.5895
40791.2396	-44.5	05/09/2011 05:45	3588.5597
40791.5299	-43.6	05/09/2011 12:43	3588.85
40791.9694	-45	05/09/2011 23:16	3589.2895
40792.9097	-46	06/09/2011 21:50	3590.2298
40794.8694	-47	08/09/2011 20:52	3592.1895
40795.4396	-46.5	09/09/2011 10:33	3592.7597
40795.9299	-47.2	09/09/2011 22:19	3593.25
40796.4299	-46.6	10/09/2011 10:19	3593.75
40796.6097	-47	10/09/2011 14:38	3593.9298
40796.65	-47.7	10/09/2011 15:36	3593.9701
40796.6799	-46.6	10/09/2011 16:19	3594
40796.95	-47.7	10/09/2011 22:48	3594.2701
40798.4097	-46.9	12/09/2011 09:50	3595.7298
40798.9896	-48	12/09/2011 23:45	3596.3097
40799.5299	-47.3	13/09/2011 12:43	3596.85
40799.8694	-48	13/09/2011 20:52	3597.1895
40800.45	-47.5	14/09/2011 10:48	3597.7701
40801.0194	-48.3	15/09/2011 00:28	3598.3395
40801.5597	-47.7	15/09/2011 13:26	3598.8798
40802.3	-48.4	16/09/2011 07:12	3599.6201
40802.4896	-47.8	16/09/2011 11:45	3599.8097
40803.2597	-48.6	17/09/2011 06:14	3600.5798
40803.5694	-48.2	17/09/2011 13:40	3600.8895
40803.6396	-47.3	17/09/2011 15:21	3600.9597
40803.9299	-48	17/09/2011 22:19	3601.25
40805.5194	-48.3	19/09/2011 12:28	3602.8395
40806.2694	-49.2	20/09/2011 06:28	3603.5895
40806.5	-48.1	20/09/2011 12:00	3603.8201
40807.2194	-48.5	21/09/2011 05:16	3604.5395
40807.5097	-47.9	21/09/2011 12:14	3604.8298
40808.2694	-48.6	22/09/2011 06:28	3605.5895
40808.4896	-48	22/09/2011 11:45	3605.8097
40809.1396	-49	23/09/2011 03:21	3606.4597
40810.5097	-48.6	24/09/2011 12:14	3607.8298
40810.9396	-49.4	24/09/2011 22:33	3608.2597
40812.4896	-48.6	26/09/2011 11:45	3609.8097
40814.2694	-49.6	28/09/2011 06:28	3611.5895
40814.5396	-48.9	28/09/2011 12:57	3611.8597
40815.2299	-49.6	29/09/2011 05:31	3612.55
40816.4896	-49.2	30/09/2011 11:45	3613.8097
40817	-49.2	01/10/2011 00:00	3614.3201
40817	-49.2	01/10/2011 00:00	3614.3201
40825.4	-49.3	09/10/2011 09:36	3622.7201
40827.55	-47.5	11/10/2011 13:12	3624.8701
40828.3299	-48.6	12/10/2011 07:55	3625.65
40830.0194	-48.9	14/10/2011 00:28	3627.3395
40830.9	-48.2	14/10/2011 21:36	3628.2201
40831.3097	-49	15/10/2011 07:26	3628.6298
40831.8597	-47.9	15/10/2011 20:38	3629.1798
40832.2799	-48.6	16/10/2011 06:43	3629.6
40833.15	-48.3	17/10/2011 03:36	3630.4701
40834.4896	-47.1	18/10/2011 11:45	3631.8097
40835.2799	-47.5	19/10/2011 06:43	3632.6
40835.7396	-46.6	19/10/2011 17:45	3633.0597
40836.2896	-47.4	20/10/2011 06:57	3633.6097
40836.4396	-47.2	20/10/2011 10:33	3633.7597
40836.4694	-47.2	20/10/2011 11:16	3633.7895
40836.4799	-47	20/10/2011 11:31	3633.8
40837.0194	-47.6	21/10/2011 00:28	3634.3395
40837.75	-46.8	21/10/2011 18:00	3635.0701
40839.3194	-47.5	23/10/2011 07:40	3636.6395
40840.6396	-45.4	24/10/2011 15:21	3637.9597
40840.7396	-45	24/10/2011 17:45	3638.0597
40840.9	-42.6	24/10/2011 21:36	3638.2201
40841.0299	-35.3	25/10/2011 00:43	3638.35
40841.05	-32.2	25/10/2011 01:12	3638.3701
40841.1	-22.8	25/10/2011 02:24	3638.4201
40841.1396	-13.4	25/10/2011 03:21	3638.4597
40841.1597	-8.2	25/10/2011 03:50	3638.4798
40841.1799	7.8	25/10/2011 04:19	3638.5
40841.1896	10.5	25/10/2011 04:33	3638.5097
40841.2	13.7	25/10/2011 04:48	3638.5201
40841.2194	16	25/10/2011 05:16	3638.5395
40841.25	17	25/10/2011 06:00	3638.5701
40841.3194	24.3	25/10/2011 07:40	3638.6395
40841.3396	26.2	25/10/2011 08:09	3638.6597
40841.3694	24.8	25/10/2011 08:52	3638.6895
40841.4694	9.6	25/10/2011 11:16	3638.7895
40841.55	1.7	25/10/2011 13:12	3638.8701
40841.6396	-5.4	25/10/2011 15:21	3638.9597
40841.7299	-10	25/10/2011 17:31	3639.05
40841.8799	-15.5	25/10/2011 21:07	3639.2
40842	-19	26/10/2011 00:00	3639.3201
40842.1694	-22.3	26/10/2011 04:04	3639.4895
40842.4694	-26.3	26/10/2011 11:16	3639.7895
40843.0896	-30.8	27/10/2011 02:09	3640.4097
40843.5896	-32.7	27/10/2011 14:09	3640.9097
40843.8	-32.4	27/10/2011 19:12	3641.1201
40844.05	-30	28/10/2011 01:12	3641.3701
40844.4097	-29	28/10/2011 09:50	3641.7298
40846.35	-33.1	30/10/2011 08:24	3643.6701
40847.95	-35.2	31/10/2011 22:48	3645.2701
40848	-35.1	01/11/2011 00:00	3645.3201
40848.3194	-34.6	01/11/2011 07:40	3645.6395
40848.9	-31.8	01/11/2011 21:36	3646.2201
40849.45	-26.4	02/11/2011 10:48	3646.7701
40849.5694	-24.3	02/11/2011 13:40	3646.8895
40849.7299	-19.4	02/11/2011 17:31	3647.05
40849.8299	-10.2	02/11/2011 19:55	3647.15
40849.8597	-1.9	02/11/2011 20:38	3647.1798
40849.8799	6.1	02/11/2011 21:07	3647.2
40849.9	16.3	02/11/2011 21:36	3647.2201
40849.9694	48.3	02/11/2011 23:16	3647.2895
40850.0097	71.4	03/11/2011 00:14	3647.3298
40850.0396	85.4	03/11/2011 00:57	3647.3597
40850.1194	119	03/11/2011 02:52	3647.4395
40850.2097	156	03/11/2011 05:02	3647.5298
40850.2299	164	03/11/2011 05:31	3647.55
40850.2597	174	03/11/2011 06:14	3647.5798
40850.2799	180	03/11/2011 06:43	3647.6
40850.3299	191	03/11/2011 07:55	3647.65
40850.3799	207	03/11/2011 09:07	3647.7
40850.4097	212	03/11/2011 09:50	3647.7298
40850.4299	214	03/11/2011 10:19	3647.75
40850.45	214	03/11/2011 10:48	3647.7701
40850.4799	212	03/11/2011 11:31	3647.8
40850.5	209	03/11/2011 12:00	3647.8201
40850.5694	196	03/11/2011 13:40	3647.8895
40850.5799	195	03/11/2011 13:55	3647.9
40850.6	196	03/11/2011 14:24	3647.9201
40850.6097	198	03/11/2011 14:38	3647.9298
40850.6299	205	03/11/2011 15:07	3647.95
40850.6694	222	03/11/2011 16:04	3647.9895
40850.7299	244	03/11/2011 17:31	3648.05
40850.7597	257	03/11/2011 18:14	3648.0798
40850.7694	260	03/11/2011 18:28	3648.0895
40850.7799	260	03/11/2011 18:43	3648.1
40850.7896	259	03/11/2011 18:57	3648.1097
40850.8	254	03/11/2011 19:12	3648.1201
40850.8194	243	03/11/2011 19:40	3648.1395
40850.8299	239	03/11/2011 19:55	3648.15
40850.85	237	03/11/2011 20:24	3648.1701
40850.8597	238	03/11/2011 20:38	3648.1798
40850.8694	240	03/11/2011 20:52	3648.1895
40850.8799	243	03/11/2011 21:07	3648.2
40850.9	252	03/11/2011 21:36	3648.2201
40850.9	257	03/11/2011 21:36	3648.2201
40850.9097	262	03/11/2011 21:50	3648.2298
40850.9097	268	03/11/2011 21:50	3648.2298
40850.9194	280	03/11/2011 22:04	3648.2395
40850.9299	301	03/11/2011 22:19	3648.25
40850.9299	310	03/11/2011 22:19	3648.25
40850.9396	316	03/11/2011 22:33	3648.2597
40850.9396	322	03/11/2011 22:33	3648.2597
40850.95	328	03/11/2011 22:48	3648.2701
40850.9597	330	03/11/2011 23:02	3648.2798
40850.9694	330	03/11/2011 23:16	3648.2895
40850.9896	328	03/11/2011 23:45	3648.3097
40851.0194	329	04/11/2011 00:28	3648.3395
40851.0299	325	04/11/2011 00:43	3648.35
40851.0299	320	04/11/2011 00:43	3648.35
40851.0396	317	04/11/2011 00:57	3648.3597
40851.0396	316	04/11/2011 00:57	3648.3597
40851.05	317	04/11/2011 01:12	3648.3701
40851.0694	324	04/11/2011 01:40	3648.3895
40851.0799	324	04/11/2011 01:55	3648.4
40851.0799	322	04/11/2011 01:55	3648.4
40851.0896	320	04/11/2011 02:09	3648.4097
40851.1097	296	04/11/2011 02:38	3648.4298
40851.1299	280	04/11/2011 03:07	3648.45
40851.1396	269	04/11/2011 03:21	3648.4597
40851.1597	257	04/11/2011 03:50	3648.4798
40851.1799	247	04/11/2011 04:19	3648.5
40851.2194	229	04/11/2011 05:16	3648.5395
40851.2396	224	04/11/2011 05:45	3648.5597
40851.25	218	04/11/2011 06:00	3648.5701
40851.2597	216	04/11/2011 06:14	3648.5798
40851.2799	213	04/11/2011 06:43	3648.6
40851.2896	212	04/11/2011 06:57	3648.6097
40851.3396	214	04/11/2011 08:09	3648.6597
40851.3597	217	04/11/2011 08:38	3648.6798
40851.3694	219	04/11/2011 08:52	3648.6895
40851.4	228	04/11/2011 09:36	3648.7201
40851.4194	235	04/11/2011 10:04	3648.7395
40851.4299	236	04/11/2011 10:19	3648.75
40851.4396	236	04/11/2011 10:33	3648.7597
40851.45	234	04/11/2011 10:48	3648.7701
40851.4896	225	04/11/2011 11:45	3648.8097
40851.5396	219	04/11/2011 12:57	3648.8597
40851.5694	213	04/11/2011 13:40	3648.8895
40851.6	205	04/11/2011 14:24	3648.9201
40851.6194	203	04/11/2011 14:52	3648.9395
40851.6299	205	04/11/2011 15:07	3648.95
40851.6396	209	04/11/2011 15:21	3648.9597
40851.6694	225	04/11/2011 16:04	3648.9895
40851.7097	240	04/11/2011 17:02	3649.0298
40851.7194	247	04/11/2011 17:16	3649.0395
40851.7299	254	04/11/2011 17:31	3649.05
40851.7396	262	04/11/2011 17:45	3649.0597
40851.7694	296	04/11/2011 18:28	3649.0895
40851.7799	311	04/11/2011 18:43	3649.1
40851.8	331	04/11/2011 19:12	3649.1201
40851.8097	336	04/11/2011 19:26	3649.1298
40851.8097	340	04/11/2011 19:26	3649.1298
40851.8194	342	04/11/2011 19:40	3649.1395
40851.8299	339	04/11/2011 19:55	3649.15
40851.8396	334	04/11/2011 20:09	3649.1597
40851.8396	330	04/11/2011 20:09	3649.1597
40851.8597	308	04/11/2011 20:38	3649.1798
40851.8694	299	04/11/2011 20:52	3649.1895
40851.8799	292	04/11/2011 21:07	3649.2
40851.8896	288	04/11/2011 21:21	3649.2097
40851.9	287	04/11/2011 21:36	3649.2201
40851.9097	293	04/11/2011 21:50	3649.2298
40851.9194	298	04/11/2011 22:04	3649.2395
40851.9194	305	04/11/2011 22:04	3649.2395
40851.9299	322	04/11/2011 22:19	3649.25
40851.9396	326	04/11/2011 22:33	3649.2597
40851.9396	327	04/11/2011 22:33	3649.2597
40851.95	326	04/11/2011 22:48	3649.2701
40851.95	324	04/11/2011 22:48	3649.2701
40851.9597	318	04/11/2011 23:02	3649.2798
40851.9694	303	04/11/2011 23:16	3649.2895
40851.9799	293	04/11/2011 23:31	3649.3
40851.9896	278	04/11/2011 23:45	3649.3097
40852	266	05/11/2011 00:00	3649.3201
40852.0097	257	05/11/2011 00:14	3649.3298
40852.0299	247	05/11/2011 00:43	3649.35
40852.0396	241	05/11/2011 00:57	3649.3597
40852.0597	231	05/11/2011 01:26	3649.3798
40852.0896	219	05/11/2011 02:09	3649.4097
40852.1299	210	05/11/2011 03:07	3649.45
40852.1396	206	05/11/2011 03:21	3649.4597
40852.1799	201	05/11/2011 04:19	3649.5
40852.1896	200	05/11/2011 04:33	3649.5097
40852.25	200	05/11/2011 06:00	3649.5701
40852.2694	199	05/11/2011 06:28	3649.5895
40852.2799	198	05/11/2011 06:43	3649.6
40852.3396	188	05/11/2011 08:09	3649.6597
40852.3694	183	05/11/2011 08:52	3649.6895
40852.4597	176	05/11/2011 11:02	3649.7798
40852.5299	173	05/11/2011 12:43	3649.85
40852.5896	172	05/11/2011 14:09	3649.9097
40852.6097	172	05/11/2011 14:38	3649.9298
40852.6799	177	05/11/2011 16:19	3650
40852.75	177	05/11/2011 18:00	3650.0701
40852.8299	180	05/11/2011 19:55	3650.15
40852.8694	180	05/11/2011 20:52	3650.1895
40852.9	177	05/11/2011 21:36	3650.2201
40853.0597	156	06/11/2011 01:26	3650.3798
40853.25	134	06/11/2011 06:00	3650.5701
40853.3299	127	06/11/2011 07:55	3650.65
40853.4799	114	06/11/2011 11:31	3650.8
40853.6694	99.9	06/11/2011 16:04	3650.9895
40853.8597	87.8	06/11/2011 20:38	3651.1798
40853.9694	79	06/11/2011 23:16	3651.2895
40854.3194	62.2	07/11/2011 07:40	3651.6395
40854.6396	49.6	07/11/2011 15:21	3651.9597
40854.9896	38.7	07/11/2011 23:45	3652.3097
40855.2799	31.9	08/11/2011 06:43	3652.6
40855.4597	36	08/11/2011 11:02	3652.7798
40855.6	34.2	08/11/2011 14:24	3652.9201
40855.7799	27.3	08/11/2011 18:43	3653.1
40856.4694	15.6	09/11/2011 11:16	3653.7895
40857.0694	9.1	10/11/2011 01:40	3654.3895
40857.8799	2.8	10/11/2011 21:07	3655.2
40859.1597	-5.8	12/11/2011 03:50	3656.4798
40861.0299	-14.4	14/11/2011 00:43	3658.35
40862.8597	-19.8	15/11/2011 20:38	3660.1798
40865.5396	-26	18/11/2011 12:57	3662.8597
40866.0299	-26.8	19/11/2011 00:43	3663.35
40866.1597	-26.1	19/11/2011 03:50	3663.4798
40866.3097	-21.4	19/11/2011 07:26	3663.6298
40866.4097	-13.5	19/11/2011 09:50	3663.7298
40866.5799	7.3	19/11/2011 13:55	3663.9
40866.65	10.5	19/11/2011 15:36	3663.9701
40866.7194	10.9	19/11/2011 17:16	3664.0395
40866.8	10	19/11/2011 19:12	3664.1201
40866.9896	5.1	19/11/2011 23:45	3664.3097
40867.1299	3	20/11/2011 03:07	3664.45
40867.3896	-0.9	20/11/2011 09:21	3664.7097
40867.6	-2.8	20/11/2011 14:24	3664.9201
40867.7299	-2.5	20/11/2011 17:31	3665.05
40869.4896	-9.9	22/11/2011 11:45	3666.8097
40872.1694	-19	25/11/2011 04:04	3669.4895
40873.8299	-23.2	26/11/2011 19:55	3671.15
40875.9896	-27.4	28/11/2011 23:45	3673.3097
40877.95	-30.9	30/11/2011 22:48	3675.2701
40878	-30.9	01/12/2011 00:00	3675.3201
40879.1097	-32	02/12/2011 02:38	3676.4298
40879.4	-31.4	02/12/2011 09:36	3676.7201
40879.4299	-30.6	02/12/2011 10:19	3676.75
40879.5097	-30.8	02/12/2011 12:14	3676.8298
40879.6	-29.5	02/12/2011 14:24	3676.9201
40879.7	-26.9	02/12/2011 16:48	3677.0201
40879.7597	-26.4	02/12/2011 18:14	3677.0798
40880.1194	-30	03/12/2011 02:52	3677.4395
40880.8396	-31.9	03/12/2011 20:09	3678.1597
40881.4097	-31.9	04/12/2011 09:50	3678.7298
40882.1299	-33.2	05/12/2011 03:07	3679.45
40882.7097	-33.2	05/12/2011 17:02	3680.0298
40883.0299	-34.1	06/12/2011 00:43	3680.35
40890.6194	-38.8	13/12/2011 14:52	3687.9395
